review	tagging
"Had my phone 1/2 hour and it was getting HOT to the touch, text seller, who said phone heats up when you first turn it on and charge,  a week later, I'm sitting in my chair, phone next to me charging ( it had 50 %, I was topping it up ) and glanced over to see my phone GLOWING, I could NOT pick up, it was so hot, I unplugged and contacted seller, who said SEND IT BACK FOR FULL REFUND, rite now I'm just waiting for refund ?????"	0
Had it over a year and it still works perfect.	1
Had it for over a year and never had any issues...awesome device! 	1
Had barely got the phone going and had to reset it because of a couple concerns and because I couldn't remember my ages old haven't used for years original Google account I will have to send it back to the factory for reset. I am a 75 year old disabled senior citizen its very hard for me to do! Bad practice on Google and LG! George Meek	0
Had another one so I already like all the perks this phone has.  Perfect phone	1
"Had an issue when I first go the phone, the house charger didnt&apos; work correctly.  I contacted them, they told me to try the car charger and it worked fine.  They promptly sent me a new house charger.  Great service, Great price and Great customer care!!  Thank you"	1
"Had a S4 with a 4.1 OS needed 4.2 OS for a new  App. I took both to Samsung phones to the Samsung  booth @ BB. to have all the data transferred. They could have pushed S4 to 5.0 OS for free. So I could have had a better phone at no charge, Oh Well, at least I got a back up."	1
Had a few more scratches on the screen but I'm very satisfied with what i recieved. A great deal. Thanks.  	1
"Ha sido rapidísimo tardaron dos semanas, increíble. Muy satisfecho totalmente recomendable el vendedor "	1
Guy tried to tell me off because HIS product was was not working!!? Rude. terrible customer service.	0
"Guy over pricing for something thats obviously stolen, like I mean get tf outta here dude. "	0
Gteat features...	1
GSMArena & other tech sites rates it as the best night low-light camera and telephoto camera & best screen	1
"Grey flickering line appearing from top of screen, over a period of time phone completely froze up. Not able to set up Touch ID. "	0
gret iphone item was as described and im really enjoying this product	1
Green eggs and ham	1
Great!!+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++	1
Great! It will take getting use to the iPhone because I have been using android phones. I always wanted an iPhone. I'm happy with my purchase!	1
"Great! It was a gift to my wife and she loves it. Now she has to learn how to use it. Oh, by the way there was ""NO"" protective casing with the phone when it arrived. This could be a problem if it is dropped or hit against something."	1
Great working phone good value	1
GREAT WORK PHONE	1
Great value-Almost like new	1
Great value.  I upgraded from the 6 + 4 my wife she loves it	1
"GREAT VALUE, VERY HAPPY, (THE WIFE IS)"	1
"Great value, quick shipping. I don''t have any problems with my phone. Thanks so much."	1
"Great value, great product, fast service."	1
"Great value,  picture quality is excellent"	1
Great value!! Nice buy. Nice phone. Good cell  battery life. The phone has a lot of perks it's a good phone	1
GREAT VALUE EASY SET UP EASY TO USE 'GOOD SIGNAL CLEAR SCREEN	0
Great value and accurately described. Worth the discount. Wonderful seller and fast shipping. A+++	1
Great used phone for the price.	1
great unit.I enjoy the unit and it benifits are great i will recomend it to  all my friends thank you samsung...	1
"Great transaction, fast shipping"	1
Great transaction! Thanks	1
Great tracfone smartphone.	1
"Great to deal with thank for following through and getting me the phone so quick, great product also thanks for everything"	1
Great style. People always take notice of it. 	1
Great Smartphone! Large display and crystal clear! Easy to use! Love the dual camera with button on side to take great pictures! Easy app access! Texting simple & fast! Will definitely recommend to family & friends! Great Value	1
"Great smart phone that is easy to use. Has a camera with a flash, replaceable battery, sim card and slot for an SD card. Has the latest android operating system lollypop. Call quality is great. Phone works well on WIFI and data. Phone is also hearing aid compatible."	1
great slim phone cant belive its not popular it works great kind a promblem if you text alot    zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz	1
"Great size phone, awesome memory capacity. New android version ok. Auto adjust screen brightness not so good, better before with 0% brightness between 12 and 6 a.m.  Needs a case; very slippery to hold phone otherwise. Speaker reasonably loud. Charging plug a bit tough to use."	1
"Great service, very responsive, highly recommended "	1
"Great service, good communication, fast shipping. Highly recommend!  "	1
"Great service, bad phone, I am on my second one and it also broke. I would not recomend this phone to anyone. the buttons on the side turn on and off different features while in your pocket also."	0
"Great service, amazing communication!!! "	1
Great service and fast shipping. Exactly as described. 	1
Great service and fast shipping 	1
Great seller-fast shipping	1
Great seller... horrible product.  Doesn't close properly and both screens cracked as I was trying to place on phone.  Worthless product	0
Great seller. Very trustly. 	1
Great seller. Very fast delivery.	1
Great seller. Shipped fast without problems. Not much else to say....                                                                         .                                                                                   .                                                    ...	1
Great seller. Product in very acceptable condition. 	1
Great seller. Phone is exactly how described and prompt shipping as well. Thank you!	1
"Great seller. Perfect communication, speedy delivery. A++++"	1
Great seller. Item as described. It works perfectly thanks!	1
"Great seller. I got the phone clean with all the parts n cables in the box. Clean, no scratches as seller described the item. Im totally happy. Many thanks  :)"	1
Great seller. Highly recommend him. 	1
great seller. A+	1
"Great Seller, will do business again. Widely recommended. International buyers don&apos;t hesitate doing business with him, he is serious and his service and communication are outstanding."	1
"Great seller, responds to messages very quickly. Item I'd as described. Will buy again from them "	1
"Great seller, product in good condition"	1
"gREAT SELLER, NICE PHONE A BIT OVER PRICE BUT WORKS &amp; LOOKS NEW.  Would buy from this seller again, great communication."	1
"Great seller, Great device. "	1
"Great seller, fast shipping, quality iPhone and great price!  "	1
"Great seller, fast shipping, perfect product"	1
"Great seller, fast shipping "	1
"Great seller, fast shipment  "	1
great seller!!! good packaging and product corresponds to the description !!! I am very glad. I recommend! 	1
"Great seller! Product arrive fast, secure and as advertised. I do appreciate this negotiation. "	1
Great seller with a great phone came as advertised thank you	1
"Great seller very responsive and great communication thru out the process, and fast shipping! Recommended!"	1
Great seller fast shipment!!!	1
Great seller answered all questions and shipped quicky. Phone was as described! Thank you	1
Great seller and very fast... 	1
